起站,迄站,乘車時間,轉運站
BR09,O51,22,"O06"
R05,O51,22,"O06"
BR09,O50,20,"O06"
R05,O50,20,"O06"
BR09,O21,39,"O06"
R05,O21,39,"O06"
BR09,O20,36,"O06"
R05,O20,36,"O06"
BR09,Y08,26,"G10,Y07"
R05,Y08,26,"G10,Y07"
BR09,Y09,26,"O06,Y11"
R05,Y09,26,"O06,Y11"
BR09,Y10,24,"O06,Y11"
R05,Y10,24,"O06,Y11"
BR09,Y12,26,"O06,Y11"
R05,Y12,26,"O06,Y11"
BR09,Y13,28,"O06,Y11"
R05,Y13,28,"O06,Y11"
BR09,Y14,30,"O06,Y11"
R05,Y14,30,"O06,Y11"
BR09,Y15,32,"O06,Y11"
R05,Y15,32,"O06,Y11"
BR09,Y16,35,"BL15"
R05,Y16,35,"BL15"
BR09,Y17,31,"BL15"
R05,Y17,31,"BL15"
BR09,Y19,36,"BL15,Y17"
R05,Y19,36,"BL15,Y17"
BR09,Y20,38,"BL15,Y17"
R05,Y20,38,"BL15,Y17"
BR09,R05,0,""
BR08,BR07,3,""
BR08,BR06,4,""
BR08,BR05,7,""
BR08,BR04,9,""
BR08,BR03,11,""
BR08,BR02,12,""
BR08,BR01,14,""
BR08,BR14,13,""
BR08,BR15,15,""
BR08,BR16,17,""
BR08,BR17,19,""
BR08,BR18,21,""
BR08,BR19,22,""
BR08,BR20,24,""
BR08,BR21,26,""
BR08,BR22,28,""
BR08,BR23,30,""
BR08,BR24,23,"BL15"
BR08,BL23,23,"BL15"
BR08,G03A,35,"R05,G10"
BR08,G01,32,"R05,G10"
BR08,G02,30,"R05,G10"
BR08,G03,28,"R05,G10"
BR08,G04,27,"R05,G10"
BR08,Y07,27,"R05,G10"
BR08,G05,25,"R05,G10"
BR08,G06,23,"R05,G10"
BR08,G07,20,"R05,G10"
BR08,G08,18,"R05,G10"
BR08,G09,15,"R05,O06"
BR08,O05,15,"R05,O06"
BR08,R08,13,"R05"
BR08,G10,13,"R05"
BR08,G11,16,"R05,G10"
BR08,O04,19,"R05,O06"
BR08,O03,21,"R05,O06"
BR08,O02,23,"R05,O06"
BR08,Y11,23,"R05,O06"
BR08,O01,25,"R05,O06"
BR08,R09,15,"R05"
BR08,R10,13,"BL15"
BR08,BL12,13,"BL15"
BR08,R11,14,"G16"
BR08,G14,14,"G16"
BR08,R12,20,"R05"
BR08,R13,21,"R05"
BR08,O11,21,"R05"
BR08,R14,23,"R05"
BR08,R15,26,"R05"
BR08,R16,28,"R05"
BR08,R17,30,"R05"
BR08,R18,31,"R05"
BR08,R19,33,"R05"
BR08,R20,35,"R05"
BR08,R21,37,"R05"
BR08,R22,39,"R05"
BR08,R22A,44,"R05"
BR08,R23,41,"R05"
BR08,R24,44,"R05"
BR08,R25,45,"R05"
BR08,R26,48,"R05"
BR08,R27,51,"R05"
BR08,R28,54,"R05"
BR08,BL01,40,"BL15"
BR08,BL02,37,"BL15"
BR08,BL03,35,"BL15"
BR08,BL04,33,"BL15"
BR08,BL05,30,"BL15"
BR08,BL06,28,"BL15"
BR08,BL07,26,"BL15"
BR08,BL08,24,"BL15"
BR08,BL09,22,"BL15"
BR08,BL10,18,"BL15"
BR08,G12,16,"BL15"
BR08,BL11,16,"BL15"
BR08,BL13,12,"BL15"
BR08,O07,10,"BL15"
BR08,BL14,10,"BL15"
BR08,BL16,9,"BL15"
BR08,BL17,11,"BL15"
BR08,BL18,13,"BL15"
BR08,BL19,15,"BL15"
BR08,BL20,16,"BL15"
BR08,BL21,19,"BL15"
BR08,BL22,21,"BL15"
BR08,R02,12,"R05"
BR08,R03,10,"R05"
BR08,R04,8,"R05"
BR08,R06,8,"R05"
BR08,G13,17,"G16"
BR08,G17,12,"G16"
BR08,G18,14,"G16"
BR08,G19,17,"G16"
BR08,O19,37,"BL15,O07"
BR08,O18,34,"BL15,O07"
BR08,O17,32,"BL15,O07"
BR08,Y18,32,"BL15,O07"
BR08,O16,30,"BL15,O07"
BR08,O15,27,"BL15,O07"
BR08,O14,25,"BL15,O07"
BR08,O13,23,"BL15,O07"
BR08,O12,21,"BL15,O07"
BR08,O10,17,"BL15,O07"
BR08,O09,15,"BL15,O07"
BR08,G15,12,"G16"
BR08,O08,12,"G16"
BR08,R07,10,"R05"
BR08,O06,10,"R05"
BR08,O54,32,"BL15,O07"
BR08,O53,30,"BL15,O07"
BR08,O52,28,"BL15,O07"
BR08,O51,26,"BL15,O07"
BR08,O50,24,"BL15,O07"
BR08,O21,42,"BL15,O07"
BR08,O20,39,"BL15,O07"
BR08,Y08,32,"R05,G10,Y07"
BR08,Y09,32,"R05,O06,Y11"
BR08,Y10,30,"R05,O06,Y11"
BR08,Y12,32,"R05,O06,Y11"
BR08,Y13,34,"R05,O06,Y11"
BR08,Y14,36,"R05,O06,Y11"
BR08,Y15,39,"BL15,Y17"
BR08,Y16,37,"BL15"
BR08,Y17,33,"BL15"
BR08,Y19,37,"BL15,Y17"
BR08,Y20,40,"BL15,Y17"
BR07,BR06,2,""
BR07,BR05,4,""
BR07,BR04,6,""
BR07,BR03,8,""
BR07,BR02,10,""
BR07,BR01,11,""
BR07,BR14,16,""
BR07,BR15,18,""
BR07,BR16,20,""
BR07,BR17,21,""
BR07,BR18,23,""
BR07,BR19,25,""
BR07,BR20,26,""
BR07,BR21,29,""
BR07,BR22,31,""
BR07,BR23,32,""
BR07,BR24,26,"BL15"
BR07,BL23,26,"BL15"
BR07,G03A,37,"R05,G10"
BR07,G01,35,"R05,G10"
BR07,G02,33,"R05,G10"
BR07,G03,31,"R05,G10"
BR07,G04,29,"R05,G10"
BR07,Y07,29,"R05,G10"
BR07,G05,27,"R05,G10"
BR07,G06,25,"R05,G10"
BR07,G07,23,"R05,G10"
BR07,G08,21,"R05,G10"
BR07,G09,17,"R05,O06"
BR07,O05,17,"R05,O06"
BR07,R08,15,"R05"
BR07,G10,15,"R05"
BR07,G11,19,"R05,G10"
BR07,O04,21,"R05,O06"
BR07,O03,23,"R05,O06"
BR07,O02,25,"R05,O06"
BR07,Y11,25,"R05,O06"
BR07,O01,27,"R05,O06"
BR07,R09,18,"R05"
BR07,R10,16,"BL15"
BR07,BL12,16,"BL15"
BR07,R11,17,"G16"
BR07,G14,17,"G16"
BR07,R12,22,"R05"
BR07,R13,24,"R05"
BR07,O11,24,"R05"
BR07,R14,26,"R05"
BR07,R15,28,"R05"
BR07,R16,30,"R05"
BR07,R17,32,"R05"
BR07,R18,34,"R05"
BR07,R19,35,"R05"
BR07,R20,37,"R05"
BR07,R21,39,"R05"
BR07,R22,41,"R05"
BR07,R22A,47,"R05"
BR07,R23,44,"R05"
BR07,R24,46,"R05"
BR07,R25,48,"R05"
BR07,R26,51,"R05"
BR07,R27,53,"R05"
BR07,R28,57,"R05"
BR07,BL01,43,"BL15"
BR07,BL02,39,"BL15"
BR07,BL03,37,"BL15"
BR07,BL04,35,"BL15"
BR07,BL05,32,"BL15"
BR07,BL06,30,"BL15"
BR07,BL07,29,"BL15"
BR07,BL08,26,"BL15"
BR07,BL09,25,"BL15"
BR07,BL10,21,"BL15"
BR07,G12,18,"BL15"
BR07,BL11,18,"BL15"
BR07,BL13,14,"BL15"
BR07,O07,12,"BL15"
BR07,BL14,12,"BL15"
BR07,BL16,12,"BL15"
BR07,BL17,13,"BL15"
BR07,BL18,15,"BL15"
BR07,BL19,17,"BL15"
BR07,BL20,19,"BL15"
BR07,BL21,21,"BL15"
BR07,BL22,23,"BL15"
BR07,R02,15,"R05"
BR07,R03,13,"R05"
BR07,R04,11,"R05"
BR07,R06,10,"R05"
BR07,G13,19,"G16"
BR07,G17,14,"G16"
BR07,G18,16,"G16"
BR07,G19,19,"G16"
BR07,O19,39,"BL15,O07"
BR07,O18,37,"BL15,O07"
BR07,O17,35,"BL15,O07"
BR07,Y18,35,"BL15,O07"
BR07,O16,32,"BL15,O07"
BR07,O15,30,"BL15,O07"
BR07,O14,28,"BL15,O07"
BR07,O13,26,"BL15,O07"
BR07,O12,23,"BL15,O07"
BR07,O10,20,"BL15,O07"
BR07,O09,18,"BL15,O07"
BR07,G15,14,"G16"
BR07,O08,14,"G16"
BR07,R07,12,"R05"
BR07,O06,12,"R05"
BR07,O54,34,"BL15,O07"
BR07,O53,32,"BL15,O07"
BR07,O52,30,"BL15,O07"
BR07,O51,28,"BL15,O07"
BR07,O50,26,"BL15,O07"
BR07,O21,45,"BL15,O07"
BR07,O20,42,"BL15,O07"
BR07,Y08,35,"R05,G10,Y07"
BR07,Y09,34,"R05,O06,Y11"
BR07,Y10,33,"R05,O06,Y11"
BR07,Y12,35,"R05,O06,Y11"
BR07,Y13,37,"R05,O06,Y11"
BR07,Y14,38,"R05,O06,Y11"
BR07,Y15,42,"BL15,Y17"
BR07,Y16,40,"BL15"
BR07,Y17,35,"BL15"
BR07,Y19,40,"BL15,Y17"
BR07,Y20,42,"BL15,Y17"
BR06,BR05,3,""
BR06,BR04,5,""
BR06,BR03,7,""
BR06,BR02,8,""
BR06,BR01,10,""
BR06,BR14,17,""
BR06,BR15,19,""
BR06,BR16,22,""
BR06,BR17,23,""
BR06,BR18,25,""
BR06,BR19,26,""
BR06,BR20,28,""
BR06,BR21,30,""
BR06,BR22,32,""
BR06,BR23,34,""
BR06,BR24,27,"BL15"
BR06,BL23,27,"BL15"
BR06,G03A,39,"R05,G10"
BR06,G01,36,"R05,G10"
BR06,G02,34,"R05,G10"
BR06,G03,32,"R05,G10"
BR06,G04,31,"R05,G10"
BR06,Y07,31,"R05,G10"
BR06,G05,29,"R05,G10"
BR06,G06,27,"R05,G10"
BR06,G07,24,"R05,G10"
BR06,G08,22,"R05,G10"
BR06,G09,19,"R05,O06"
BR06,O05,19,"R05,O06"
BR06,R08,17,"R05"
BR06,G10,17,"R05"
BR06,G11,20,"R05,G10"
BR06,O04,23,"R05,O06"
BR06,O03,25,"R05,O06"
BR06,O02,27,"R05,O06"
BR06,Y11,27,"R05,O06"
BR06,O01,29,"R05,O06"
BR06,R09,19,"R05"
BR06,R10,17,"BL15"
BR06,BL12,17,"BL15"
BR06,R11,18,"G16"
BR06,G14,18,"G16"
BR06,R12,24,"R05"
BR06,R13,25,"R05"
BR06,O11,25,"R05"
BR06,R14,27,"R05"
BR06,R15,30,"R05"
BR06,R16,32,"R05"
BR06,R17,34,"R05"
BR06,R18,35,"R05"
BR06,R19,37,"R05"
BR06,R20,39,"R05"
BR06,R21,41,"R05"
BR06,R22,43,"R05"
BR06,R22A,48,"R05"
BR06,R23,45,"R05"
BR06,R24,48,"R05"
BR06,R25,49,"R05"
BR06,R26,52,"R05"
BR06,R27,55,"R05"
BR06,R28,58,"R05"
BR06,BL01,44,"BL15"
BR06,BL02,41,"BL15"
BR06,BL03,39,"BL15"
BR06,BL04,37,"BL15"
BR06,BL05,34,"BL15"
BR06,BL06,32,"BL15"
BR06,BL07,30,"BL15"
BR06,BL08,28,"BL15"
BR06,BL09,26,"BL15"
BR06,BL10,22,"BL15"
BR06,G12,20,"BL15"
BR06,BL11,20,"BL15"
BR06,BL13,16,"BL15"
BR06,O07,14,"BL15"
BR06,BL14,14,"BL15"
BR06,BL16,13,"BL15"
BR06,BL17,15,"BL15"
BR06,BL18,17,"BL15"
BR06,BL19,19,"BL15"
BR06,BL20,20,"BL15"
BR06,BL21,23,"BL15"
BR06,BL22,25,"BL15"
BR06,R02,16,"R05"
BR06,R03,14,"R05"
BR06,R04,12,"R05"
BR06,R06,12,"R05"
BR06,G13,21,"G16"
BR06,G17,16,"G16"
BR06,G18,18,"G16"
BR06,G19,21,"G16"
BR06,O19,41,"BL15,O07"
BR06,O18,38,"BL15,O07"
BR06,O17,36,"BL15,O07"
BR06,Y18,36,"BL15,O07"
BR06,O16,34,"BL15,O07"
BR06,O15,31,"BL15,O07"
BR06,O14,29,"BL15,O07"
BR06,O13,27,"BL15,O07"
BR06,O12,25,"BL15,O07"
BR06,O10,21,"BL15,O07"
BR06,O09,19,"BL15,O07"
BR06,G15,16,"G16"
BR06,O08,16,"G16"
BR06,R07,14,"R05"
BR06,O06,14,"R05"
BR06,O54,36,"BL15,O07"
BR06,O53,34,"BL15,O07"
BR06,O52,32,"BL15,O07"
BR06,O51,30,"BL15,O07"
BR06,O50,28,"BL15,O07"
BR06,O21,46,"BL15,O07"
BR06,O20,43,"BL15,O07"
BR06,Y08,36,"R05,G10,Y07"
BR06,Y09,36,"R05,O06,Y11"
BR06,Y10,34,"R05,O06,Y11"
BR06,Y12,36,"R05,O06,Y11"
BR06,Y13,38,"R05,O06,Y11"
BR06,Y14,40,"R05,O06,Y11"
BR06,Y15,43,"BL15,Y17"
BR06,Y16,41,"BL15"
BR06,Y17,37,"BL15"
BR06,Y19,41,"BL15,Y17"
BR06,Y20,44,"BL15,Y17"
BR05,BR04,2,""
BR05,BR03,4,""
BR05,BR02,6,""
BR05,BR01,7,""
BR05,BR14,20,""
BR05,BR15,22,""
BR05,BR16,24,""
BR05,BR17,26,""
BR05,BR18,27,""
BR05,BR19,29,""
BR05,BR20,30,""
BR05,BR21,33,""
BR05,BR22,35,""
BR05,BR23,36,""
BR05,BR24,30,"BL15"
BR05,BL23,30,"BL15"
BR05,G03A,41,"R05,G10"
BR05,G01,39,"R05,G10"
BR05,G02,37,"R05,G10"
BR05,G03,35,"R05,G10"
BR05,G04,33,"R05,G10"
BR05,Y07,33,"R05,G10"
BR05,G05,31,"R05,G10"
BR05,G06,29,"R05,G10"
BR05,G07,27,"R05,G10"
BR05,G08,25,"R05,G10"
BR05,G09,22,"R05,O06"
BR05,O05,22,"R05,O06"
BR05,R08,20,"R05"
BR05,G10,20,"R05"
BR05,G11,23,"R05,G10"
BR05,O04,25,"R05,O06"
BR05,O03,27,"R05,O06"
BR05,O02,29,"R05,O06"
BR05,Y11,29,"R05,O06"
BR05,O01,31,"R05,O06"
BR05,R09,22,"R05"
BR05,R10,20,"BL15"
BR05,BL12,20,"BL15"
BR05,R11,21,"G16"
BR05,G14,21,"G16"
BR05,R12,26,"R05"
BR05,R13,28,"R05"
BR05,O11,28,"R05"
BR05,R14,30,"R05"
BR05,R15,32,"R05"
BR05,R16,34,"R05"
BR05,R17,36,"R05"
BR05,R18,38,"R05"
BR05,R19,39,"R05"
BR05,R20,42,"R05"
BR05,R21,43,"R05"
BR05,R22,45,"R05"
BR05,R22A,51,"R05"
BR05,R23,48,"R05"
BR05,R24,50,"R05"
BR05,R25,52,"R05"
BR05,R26,55,"R05"
BR05,R27,57,"R05"
BR05,R28,61,"R05"
BR05,BL01,47,"BL15"
BR05,BL02,43,"BL15"
BR05,BL03,41,"BL15"
BR05,BL04,39,"BL15"
BR05,BL05,36,"BL15"
BR05,BL06,34,"BL15"
BR05,BL07,33,"BL15"
BR05,BL08,30,"BL15"
BR05,BL09,29,"BL15"
BR05,BL10,25,"BL15"
BR05,G12,23,"BL15"
BR05,BL11,23,"BL15"
BR05,BL13,18,"BL15"
BR05,O07,16,"BL15"
BR05,BL14,16,"BL15"
BR05,BL16,16,"BL15"
BR05,BL17,18,"BL15"
BR05,BL18,19,"BL15"
BR05,BL19,21,"BL15"
BR05,BL20,23,"BL15"
BR05,BL21,25,"BL15"
BR05,BL22,27,"BL15"
BR05,R02,19,"R05"
BR05,R03,17,"R05"
BR05,R04,15,"R05"
BR05,R06,14,"R05"
BR05,G13,23,"G16"
BR05,G17,18,"G16"
BR05,G18,21,"G16"
BR05,G19,23,"G16"
BR05,O19,43,"BL15,O07"
BR05,O18,41,"BL15,O07"
BR05,O17,39,"BL15,O07"
BR05,Y18,39,"BL15,O07"
BR05,O16,37,"BL15,O07"
BR05,O15,34,"BL15,O07"
BR05,O14,32,"BL15,O07"
BR05,O13,30,"BL15,O07"
BR05,O12,27,"BL15,O07"
BR05,O10,24,"BL15,O07"
BR05,O09,22,"BL15,O07"
BR05,G15,19,"G16"
BR05,O08,19,"G16"
BR05,R07,16,"R05"
BR05,O06,16,"R05"
BR05,O54,39,"BL15,O07"
BR05,O53,36,"BL15,O07"
BR05,O52,34,"BL15,O07"
BR05,O51,33,"BL15,O07"
BR05,O50,30,"BL15,O07"
BR05,O21,49,"BL15,O07"
BR05,O20,46,"BL15,O07"
BR05,Y08,39,"R05,G10,Y07"
BR05,Y09,39,"R05,O06,Y11"
BR05,Y10,37,"R05,O06,Y11"
BR05,Y12,39,"R05,O06,Y11"
BR05,Y13,41,"R05,O06,Y11"
BR05,Y14,42,"R05,O06,Y11"
BR05,Y15,46,"BL15,Y17"
BR05,Y16,44,"BL15"
BR05,Y17,39,"BL15"
BR05,Y19,44,"BL15,Y17"
BR05,Y20,47,"BL15,Y17"
BR04,BR03,2,""
BR04,BR02,3,""
BR04,BR01,5,""
BR04,BR14,22,""
BR04,BR15,24,""
BR04,BR16,26,""
BR04,BR17,28,""
BR04,BR18,29,""
BR04,BR19,31,""
BR04,BR20,33,""
BR04,BR21,35,""
BR04,BR22,37,""
BR04,BR23,39,""
BR04,BR24,32,"BL15"
BR04,BL23,32,"BL15"
BR04,G03A,44,"R05,G10"
BR04,G01,41,"R05,G10"
BR04,G02,39,"R05,G10"
BR04,G03,37,"R05,G10"
BR04,G04,35,"R05,G10"
BR04,Y07,35,"R05,G10"
BR04,G05,33,"R05,G10"
BR04,G06,31,"R05,G10"
BR04,G07,29,"R05,G10"
BR04,G08,27,"R05,G10"
BR04,G09,24,"R05,O06"
BR04,O05,24,"R05,O06"
BR04,R08,22,"R05"
BR04,G10,22,"R05"
BR04,G11,25,"R05,G10"
BR04,O04,27,"R05,O06"
BR04,O03,30,"R05,O06"
BR04,O02,32,"R05,O06"
BR04,Y11,32,"R05,O06"
BR04,O01,34,"R05,O06"
BR04,R09,24,"R05"
BR04,R10,22,"BL15"
BR04,BL12,22,"BL15"
BR04,R11,23,"G16"
BR04,G14,23,"G16"
BR04,R12,29,"R05"
BR04,R13,30,"R05"
BR04,O11,30,"R05"
BR04,R14,32,"R05"
BR04,R15,34,"R05"
BR04,R16,36,"R05"
BR04,R17,38,"R05"
BR04,R18,40,"R05"
BR04,R19,42,"R05"
BR04,R20,44,"R05"
BR04,R21,45,"R05"
BR04,R22,47,"R05"
BR04,R22A,53,"R05"
BR04,R23,50,"R05"
BR04,R24,52,"R05"
BR04,R25,54,"R05"
BR04,R26,57,"R05"
BR04,R27,60,"R05"
BR04,R28,63,"R05"
BR04,BL01,49,"BL15"
BR04,BL02,46,"BL15"
BR04,BL03,44,"BL15"
BR04,BL04,41,"BL15"
BR04,BL05,39,"BL15"
BR04,BL06,36,"BL15"
BR04,BL07,35,"BL15"
BR04,BL08,33,"BL15"
BR04,BL09,31,"BL15"
BR04,BL10,27,"BL15"
BR04,G12,25,"BL15"
BR04,BL11,25,"BL15"
BR04,BL13,21,"BL15"
BR04,O07,18,"BL15"
BR04,BL14,18,"BL15"
BR04,BL16,18,"BL15"
BR04,BL17,20,"BL15"
BR04,BL18,21,"BL15"
BR04,BL19,23,"BL15"
BR04,BL20,25,"BL15"
BR04,BL21,27,"BL15"
BR04,BL22,30,"BL15"
BR04,R02,21,"R05"
BR04,R03,19,"R05"
BR04,R04,17,"R05"
BR04,R06,17,"R05"
BR04,G13,26,"G16"
BR04,G17,21,"G16"
BR04,G18,23,"G16"
BR04,G19,25,"G16"
BR04,O19,46,"BL15,O07"
BR04,O18,43,"BL15,O07"
BR04,O17,41,"BL15,O07"
BR04,Y18,41,"BL15,O07"
BR04,O16,39,"BL15,O07"
BR04,O15,36,"BL15,O07"
BR04,O14,34,"BL15,O07"
BR04,O13,32,"BL15,O07"
BR04,O12,30,"BL15,O07"
BR04,O10,26,"BL15,O07"
BR04,O09,24,"BL15,O07"
BR04,G15,21,"G16"
BR04,O08,21,"G16"
BR04,R07,18,"R05"
BR04,O06,18,"R05"
BR04,O54,41,"BL15,O07"
BR04,O53,38,"BL15,O07"
BR04,O52,36,"BL15,O07"
BR04,O51,35,"BL15,O07"
BR04,O50,32,"BL15,O07"
BR04,O21,51,"BL15,O07"
BR04,O20,48,"BL15,O07"
BR04,Y08,41,"R05,G10,Y07"
BR04,Y09,41,"R05,O06,Y11"
BR04,Y10,39,"R05,O06,Y11"
BR04,Y12,41,"R05,O06,Y11"
BR04,Y13,43,"R05,O06,Y11"
BR04,Y14,45,"R05,O06,Y11"
BR04,Y15,48,"BL15,Y17"
BR04,Y16,46,"BL15"
BR04,Y17,42,"BL15"
BR04,Y19,46,"BL15,Y17"
BR04,Y20,49,"BL15,Y17"
BR03,BR02,1,""
BR03,BR01,3,""
BR03,BR14,24,""
BR03,BR15,26,""
BR03,BR16,28,""
BR03,BR17,30,""
BR03,BR18,31,""
BR03,BR19,33,""
BR03,BR20,35,""
BR03,BR21,37,""
BR03,BR22,39,""
BR03,BR23,41,""
BR03,BR24,34,"BL15"
BR03,BL23,34,"BL15"
BR03,G03A,46,"R05,G10"
BR03,G01,43,"R05,G10"
BR03,G02,41,"R05,G10"
BR03,G03,39,"R05,G10"
BR03,G04,37,"R05,G10"
BR03,Y07,37,"R05,G10"
BR03,G05,35,"R05,G10"
BR03,G06,34,"R05,G10"
BR03,G07,31,"R05,G10"
BR03,G08,29,"R05,G10"
BR03,G09,26,"R05,O06"
BR03,O05,26,"R05,O06"
BR03,R08,24,"R05"
BR03,G10,24,"R05"
BR03,G11,27,"R05,G10"
BR03,O04,29,"R05,O06"
BR03,O03,32,"R05,O06"
BR03,O02,34,"R05,O06"
BR03,Y11,34,"R05,O06"
BR03,O01,36,"R05,O06"
BR03,R09,26,"R05"
BR03,R10,24,"BL15"
BR03,BL12,24,"BL15"
BR03,R11,25,"G16"
BR03,G14,25,"G16"
BR03,R12,31,"R05"
BR03,R13,32,"R05"
BR03,O11,32,"R05"
BR03,R14,34,"R05"
BR03,R15,36,"R05"
BR03,R16,38,"R05"
BR03,R17,40,"R05"
BR03,R18,42,"R05"
BR03,R19,44,"R05"
BR03,R20,46,"R05"
BR03,R21,47,"R05"
BR03,R22,49,"R05"
BR03,R22A,55,"R05"
BR03,R23,52,"R05"
BR03,R24,54,"R05"
BR03,R25,56,"R05"
BR03,R26,59,"R05"
BR03,R27,62,"R05"
BR03,R28,65,"R05"
BR03,BL01,51,"BL15"
BR03,BL02,48,"BL15"
BR03,BL03,46,"BL15"
BR03,BL04,43,"BL15"
BR03,BL05,41,"BL15"
BR03,BL06,38,"BL15"
BR03,BL07,37,"BL15"
BR03,BL08,35,"BL15"
BR03,BL09,33,"BL15"
BR03,BL10,29,"BL15"
BR03,G12,27,"BL15"
BR03,BL11,27,"BL15"
BR03,BL13,23,"BL15"
BR03,O07,21,"BL15"
BR03,BL14,21,"BL15"
BR03,BL16,20,"BL15"
BR03,BL17,22,"BL15"
BR03,BL18,24,"BL15"
BR03,BL19,25,"BL15"
BR03,BL20,27,"BL15"
BR03,BL21,29,"BL15"
BR03,BL22,32,"BL15"
BR03,R02,23,"R05"
BR03,R03,21,"R05"
BR03,R04,19,"R05"
BR03,R06,19,"R05"
BR03,G13,28,"G16"
BR03,G17,23,"G16"
BR03,G18,25,"G16"
BR03,G19,28,"G16"
BR03,O19,48,"BL15,O07"
BR03,O18,45,"BL15,O07"
BR03,O17,43,"BL15,O07"
BR03,Y18,43,"BL15,O07"
BR03,O16,41,"BL15,O07"
BR03,O15,38,"BL15,O07"
BR03,O14,36,"BL15,O07"
BR03,O13,34,"BL15,O07"
BR03,O12,32,"BL15,O07"
BR03,O10,28,"BL15,O07"
BR03,O09,26,"BL15,O07"
BR03,G15,23,"G16"
BR03,O08,23,"G16"
BR03,R07,20,"R05"
BR03,O06,20,"R05"
BR03,O54,43,"BL15,O07"
BR03,O53,40,"BL15,O07"
BR03,O52,39,"BL15,O07"
BR03,O51,37,"BL15,O07"
BR03,O50,35,"BL15,O07"
BR03,O21,53,"BL15,O07"
BR03,O20,50,"BL15,O07"
BR03,Y08,43,"R05,G10,Y07"
BR03,Y09,43,"R05,O06,Y11"
BR03,Y10,41,"R05,O06,Y11"
BR03,Y12,43,"R05,O06,Y11"
BR03,Y13,45,"R05,O06,Y11"
BR03,Y14,47,"R05,O06,Y11"
BR03,Y15,50,"BL15,Y17"
BR03,Y16,48,"BL15"
BR03,Y17,44,"BL15"
BR03,Y19,48,"BL15,Y17"
BR03,Y20,51,"BL15,Y17"
BR02,BR01,2,""
BR02,BR14,25,""
BR02,BR15,27,""
BR02,BR16,29,""
BR02,BR17,31,""
BR02,BR18,33,""
BR02,BR19,34,""
BR02,BR20,36,""
BR02,BR21,38,""
BR02,BR22,40,""
BR02,BR23,42,""
BR02,BR24,35,"BL15"
BR02,BL23,35,"BL15"
BR02,G03A,47,"R05,G10"
BR02,G01,44,"R05,G10"
BR02,G02,42,"R05,G10"
BR02,G03,40,"R05,G10"
BR02,G04,39,"R05,G10"
BR02,Y07,39,"R05,G10"
BR02,G05,37,"R05,G10"
BR02,G06,35,"R05,G10"
BR02,G07,32,"R05,G10"
BR02,G08,30,"R05,G10"
BR02,G09,27,"R05,O06"
BR02,O05,27,"R05,O06"
BR02,R08,25,"R05"
BR02,G10,25,"R05"
BR02,G11,28,"R05,G10"
BR02,O04,31,"R05,O06"
BR02,O03,33,"R05,O06"
BR02,O02,35,"R05,O06"
BR02,Y11,35,"R05,O06"
BR02,O01,37,"R05,O06"
BR02,R09,27,"R05"
BR02,R10,25,"BL15"
BR02,BL12,25,"BL15"
BR02,R11,26,"G16"
BR02,G14,26,"G16"
BR02,R12,32,"R05"
BR02,R13,33,"R05"
BR02,O11,33,"R05"
BR02,R14,35,"R05"
BR02,R15,38,"R05"
BR02,R16,40,"R05"
BR02,R17,42,"R05"
BR02,R18,43,"R05"
BR02,R19,45,"R05"
BR02,R20,47,"R05"
BR02,R21,49,"R05"
BR02,R22,51,"R05"
BR02,R22A,56,"R05"
BR02,R23,53,"R05"
BR02,R24,56,"R05"
BR02,R25,57,"R05"
BR02,R26,60,"R05"
BR02,R27,63,"R05"
BR02,R28,66,"R05"
BR02,BL01,52,"BL15"
BR02,BL02,49,"BL15"
BR02,BL03,47,"BL15"
BR02,BL04,45,"BL15"
BR02,BL05,42,"BL15"
BR02,BL06,40,"BL15"
BR02,BL07,38,"BL15"
BR02,BL08,36,"BL15"
BR02,BL09,34,"BL15"
BR02,BL10,30,"BL15"
BR02,G12,28,"BL15"
BR02,BL11,28,"BL15"
BR02,BL13,24,"BL15"
BR02,O07,22,"BL15"
BR02,BL14,22,"BL15"
BR02,BL16,21,"BL15"
BR02,BL17,23,"BL15"
BR02,BL18,25,"BL15"
BR02,BL19,27,"BL15"
BR02,BL20,28,"BL15"
BR02,BL21,31,"BL15"
BR02,BL22,33,"BL15"
BR02,R02,24,"R05"
BR02,R03,22,"R05"
BR02,R04,20,"R05"
BR02,R06,20,"R05"
BR02,G13,29,"G16"
BR02,G17,24,"G16"
BR02,G18,26,"G16"
BR02,G19,29,"G16"
BR02,O19,49,"BL15,O07"
BR02,O18,46,"BL15,O07"
BR02,O17,44,"BL15,O07"
BR02,Y18,44,"BL15,O07"
BR02,O16,42,"BL15,O07"
BR02,O15,39,"BL15,O07"
BR02,O14,37,"BL15,O07"
BR02,O13,35,"BL15,O07"
BR02,O12,33,"BL15,O07"
BR02,O10,29,"BL15,O07"
BR02,O09,27,"BL15,O07"
BR02,G15,24,"G16"
BR02,O08,24,"G16"
BR02,R07,22,"R05"
BR02,O06,22,"R05"
BR02,O54,44,"BL15,O07"
BR02,O53,42,"BL15,O07"
BR02,O52,40,"BL15,O07"
BR02,O51,38,"BL15,O07"
BR02,O50,36,"BL15,O07"
BR02,O21,54,"BL15,O07"
BR02,O20,51,"BL15,O07"
BR02,Y08,44,"R05,G10,Y07"
BR02,Y09,44,"R05,O06,Y11"
BR02,Y10,42,"R05,O06,Y11"
